Seconds,FireAttack_Bed1,FireAttack_Bed2,Couch1_CenterIgnite,Couch3_RightIgnite,Couch2_LeftIgnite,StripedChair_1,StripedChair_2,StripedChair_3,YellowChair_1,YellowChair_2
284.0,227.4,229.8,87.6,93.2,98.2,61.2,57.8,59.0,53.0,55.8
285.0,227.4,229.8,87.4,93.2,98.2,61.2,57.8,59.0,53.0,55.8
286.0,227.2,229.8,86.8,92.8,98.2,61.2,57.8,58.8,53.0,55.6
287.0,227.2,229.8,86.4,92.6,98.0,61.2,57.8,58.6,52.8,55.6
288.0,227.2,229.8,86.0,92.2,98.0,61.0,57.4,58.4,52.8,55.6
289.0,227.2,229.8,85.8,92.0,98.0,61.0,57.2,58.4,52.6,55.4
290.0,227.2,229.8,85.4,91.8,97.8,61.0,57.0,58.4,52.6,55.6
291.0,227.0,229.8,85.0,91.6,97.8,61.0,57.2,58.2,52.6,55.4
292.0,227.2,229.8,84.4,91.2,97.6,61.0,56.8,58.2,52.4,55.4
293.0,227.2,229.8,84.0,91.2,97.6,61.0,57.0,58.0,52.4,55.4
294.0,227.2,229.6,83.4,90.8,97.4,60.8,56.8,57.8,52.4,55.4
295.0,227.2,229.6,83.2,90.6,97.4,60.8,56.6,57.8,52.2,55.4
296.0,227.0,229.6,82.4,90.4,97.2,60.8,56.6,57.6,52.2,55.4
297.0,227.0,229.6,82.2,90.0,97.2,60.8,56.0,57.6,52.2,55.4
298.0,227.0,229.4,81.8,89.8,97.0,60.6,56.2,57.6,52.2,55.2
299.0,227.0,229.6,81.4,89.6,96.8,60.6,56.0,57.4,52.0,55.2
300.0,226.8,229.6,81.0,89.2,96.8,60.4,56.0,57.2,51.8,55.2
301.0,226.8,229.6,80.4,89.2,96.6,60.4,55.8,57.0,51.8,55.2
302.0,226.8,229.6,79.8,88.8,96.6,60.2,55.6,57.0,51.8,55.2
303.0,226.8,229.6,79.2,88.6,96.4,60.2,55.6,57.0,51.6,55.2
304.0,226.6,229.6,78.8,88.2,96.2,60.0,55.4,56.8,51.6,55.0
305.0,226.8,229.6,78.4,88.0,96.2,60.0,55.4,56.6,51.8,55.0
306.0,226.8,229.6,77.8,87.6,96.0,60.0,55.2,56.6,51.4,55.0
307.0,226.8,229.6,77.4,87.2,95.8,60.0,55.0,56.4,51.4,54.8
308.0,226.6,229.6,76.6,86.8,95.6,60.0,54.6,56.4,51.4,54.8
309.0,226.6,229.6,76.4,86.6,95.4,59.8,54.4,56.2,51.4,54.8
310.0,226.6,229.6,75.4,86.2,95.4,59.8,54.2,56.2,51.2,54.8
311.0,226.8,229.4,75.0,86.2,95.2,59.6,54.2,56.0,51.2,54.8
312.0,226.8,229.4,74.4,86.0,95.0,59.6,54.0,55.6,51.0,54.8
313.0,226.6,229.4,74.2,85.6,94.8,59.4,53.8,55.4,51.0,54.6
314.0,226.6,229.4,73.6,85.2,94.8,59.4,53.6,55.4,50.8,54.6
315.0,226.6,229.4,73.2,85.0,94.6,59.4,53.4,55.4,50.8,54.6
316.0,226.6,229.4,72.6,85.6,94.4,59.4,53.4,55.2,50.6,54.6
317.0,226.4,229.4,72.0,84.2,94.2,59.4,53.0,54.8,50.4,54.6
318.0,226.4,229.4,71.4,83.8,94.0,59.4,53.0,54.8,50.2,54.4
319.0,226.4,229.4,71.0,82.4,93.8,59.2,53.0,54.6,50.2,54.4
320.0,226.4,229.6,70.4,83.2,93.6,59.0,52.8,54.4,50.0,54.4
321.0,226.4,229.4,70.0,82.8,93.4,59.0,52.6,54.2,50.0,54.2
322.0,226.2,229.6,69.2,82.6,93.4,59.0,52.2,54.0,49.8,54.2
323.0,226.4,229.4,69.0,82.4,93.2,59.0,52.2,54.0,49.6,54.2
324.0,226.4,229.4,68.4,82.0,93.0,59.0,51.8,53.8,49.6,54.2
325.0,226.4,229.4,68.2,81.6,92.8,58.8,51.6,53.6,49.4,54.2
326.0,226.4,229.2,67.6,81.2,92.6,58.8,51.4,53.2,49.2,54.0
327.0,226.2,229.4,67.2,81.0,92.4,58.6,51.4,52.8,49.0,54.0
328.0,226.0,229.4,66.6,80.6,92.4,58.6,51.2,52.6,48.8,53.8
329.0,226.2,229.4,66.2,80.2,92.2,58.4,51.0,52.6,48.6,53.6
330.0,226.0,229.4,66.0,80.0,92.0,58.4,50.8,52.4,48.6,53.6
331.0,226.0,229.4,65.6,79.8,91.8,58.4,50.6,52.2,48.4,53.6
332.0,226.0,229.4,65.0,79.2,91.6,58.2,50.4,51.8,48.0,53.6
333.0,226.0,229.4,64.8,78.8,91.4,58.2,50.2,51.8,47.8,53.4
334.0,226.0,229.4,64.2,78.4,91.2,58.2,50.0,51.6,47.6,53.4
335.0,225.8,229.4,64.0,77.8,91.0,58.0,49.8,51.4,47.4,53.4
336.0,226.0,229.4,63.8,77.6,90.8,57.8,49.6,51.2,47.4,53.2
337.0,225.8,229.4,63.0,77.2,90.6,57.8,49.4,50.8,47.2,53.0
338.0,225.8,229.4,62.8,76.8,90.2,57.8,49.2,50.6,46.8,53.2
339.0,225.8,229.4,62.2,76.4,90.0,57.6,49.0,50.4,46.6,52.8
340.0,225.8,229.4,62.0,76.0,89.8,57.6,48.8,50.2,46.6,52.8
341.0,226.0,229.4,61.6,75.4,89.4,57.4,48.8,50.2,46.4,52.8
342.0,226.0,229.2,61.4,75.2,89.2,57.4,48.4,49.6,46.0,52.6
343.0,226.0,229.4,61.4,74.8,89.0,57.2,48.4,49.6,45.8,52.6
344.0,225.6,229.2,61.2,74.4,89.0,57.0,48.2,49.4,45.6,52.4
345.0,225.6,229.2,61.2,74.0,88.8,57.0,47.8,49.2,45.4,52.4
346.0,225.6,229.4,61.0,73.6,88.4,56.8,47.6,49.0,45.0,52.2
347.0,225.6,229.4,60.8,73.2,88.2,56.8,47.6,48.8,44.8,52.2
348.0,225.4,229.2,60.4,72.8,87.8,56.8,47.4,48.4,44.6,51.8
349.0,225.4,229.2,60.0,72.4,87.6,56.8,47.2,48.2,44.4,51.8
350.0,225.4,229.2,59.8,72.0,87.2,56.6,47.0,48.2,44.2,51.6
351.0,225.4,229.4,59.4,71.6,87.0,56.4,46.8,47.8,44.0,51.4
352.0,225.4,229.2,59.2,71.2,86.8,56.4,46.6,47.6,43.8,51.2
353.0,225.2,229.2,58.8,70.8,86.6,56.2,46.4,47.8,43.4,51.0
354.0,225.2,229.2,58.4,70.4,86.4,56.2,46.2,47.6,43.2,51.0
355.0,225.2,229.2,58.0,70.0,86.0,56.0,45.8,47.4,43.0,50.8
356.0,225.2,229.2,57.6,69.6,85.8,55.8,45.8,47.2,42.8,50.6
357.0,225.0,229.2,57.4,69.2,85.6,55.6,45.6,47.0,42.6,50.2
358.0,225.2,229.2,57.2,68.6,85.2,55.6,45.4,46.8,42.4,50.0
359.0,225.2,229.2,56.6,68.4,85.0,55.6,45.0,46.6,42.0,50.0
360.0,224.8,229.0,56.2,68.0,84.6,55.4,45.0,46.4,42.0,49.8
361.0,224.8,229.0,55.8,67.8,84.4,55.2,45.0,46.2,41.8,49.8
362.0,224.6,229.0,55.4,67.4,84.2,55.0,44.6,46.2,41.6,49.6
363.0,224.6,229.0,55.2,67.0,84.2,55.2,44.6,46.2,41.4,49.2
364.0,224.4,229.0,55.0,66.4,83.6,54.8,44.6,46.0,41.0,49.2
365.0,224.6,229.2,54.8,66.0,82.4,54.8,44.4,45.8,40.8,48.8
366.0,224.4,229.2,54.6,65.8,83.0,54.6,44.2,45.6,40.6,48.6
367.0,224.4,229.2,56.6,65.4,82.8,54.6,44.0,45.4,40.6,48.6
368.0,224.2,229.2,54.4,65.2,82.6,54.4,43.8,45.2,40.4,48.4
369.0,224.4,229.0,54.0,65.0,82.4,54.2,43.6,45.0,40.4,48.2
370.0,224.4,229.0,53.8,64.6,81.8,54.2,43.4,44.8,40.2,48.0
371.0,224.4,229.0,53.4,64.4,81.8,54.0,43.2,44.8,39.8,47.8
372.0,224.2,229.0,53.0,64.0,81.6,53.8,43.0,44.6,39.6,47.6
373.0,224.2,229.0,53.0,63.6,81.0,53.6,42.8,44.6,39.4,47.4
374.0,224.0,229.0,52.8,63.0,80.8,53.4,42.6,44.4,39.4,47.2
375.0,224.0,229.0,53.6,62.8,80.4,53.4,42.4,44.4,39.2,47.0
376.0,224.0,229.0,52.4,62.4,80.0,53.2,42.4,44.4,39.2,46.8
377.0,223.8,229.2,52.0,61.8,79.8,52.8,42.2,44.4,39.2,46.8
378.0,223.8,229.0,51.8,61.4,79.2,53.0,42.0,44.0,39.0,46.6
379.0,223.8,229.0,51.6,61.2,79.0,52.6,41.8,43.8,39.0,46.4
380.0,223.6,229.0,51.4,61.0,78.8,52.4,41.8,43.6,38.8,46.2
381.0,223.6,228.8,51.0,60.8,78.4,52.6,41.8,43.6,38.8,46.0
382.0,223.6,229.0,51.0,60.4,78.2,52.4,41.6,43.6,38.4,45.8
383.0,223.6,228.8,50.6,60.2,77.8,52.2,41.6,43.6,38.4,45.8
384.0,223.4,229.0,50.6,59.8,77.4,52.0,41.4,43.4,38.6,45.4
385.0,223.4,229.0,50.4,59.6,77.0,51.8,41.2,43.4,38.6,45.4
386.0,223.4,229.0,50.0,59.4,76.8,51.6,41.2,43.2,38.4,45.2
387.0,223.2,228.8,49.8,59.0,76.4,51.6,41.2,43.4,38.0,45.0
388.0,223.0,228.8,49.6,58.8,76.2,51.4,41.0,43.0,37.8,44.6
389.0,222.8,228.8,49.6,58.4,75.8,51.2,41.0,43.0,37.6,44.6
390.0,223.0,228.8,49.8,58.2,75.4,51.0,40.8,43.0,37.6,44.4
391.0,222.8,228.8,49.6,58.0,75.2,50.8,40.6,42.8,37.8,44.6
392.0,222.8,229.0,49.2,57.6,75.0,50.6,40.6,42.8,37.6,44.4
393.0,222.6,229.0,49.0,57.4,74.6,50.4,40.4,42.6,37.8,44.2
394.0,222.4,229.0,48.8,57.2,74.2,50.2,40.2,42.4,37.8,44.0
395.0,222.2,229.0,48.8,57.0,73.6,50.2,40.2,42.2,37.8,43.8
396.0,222.0,229.0,48.4,56.6,73.2,50.0,40.2,42.0,37.8,43.6
397.0,222.0,229.0,48.2,56.4,72.8,50.0,40.0,42.2,37.8,43.4
398.0,222.2,229.0,48.0,56.4,72.4,49.6,40.0,42.2,37.8,43.4
399.0,221.8,229.0,47.6,55.8,72.0,49.2,39.8,42.0,37.8,43.2
400.0,221.8,229.0,47.4,55.8,71.8,49.2,39.8,41.8,37.6,43.2
401.0,221.8,229.0,47.2,55.4,71.4,48.8,39.8,41.6,37.6,43.2
402.0,221.8,229.0,47.0,55.2,70.8,48.8,39.6,41.8,37.6,42.8
403.0,221.6,228.8,46.8,55.0,70.4,48.6,39.6,41.4,37.4,42.8
404.0,221.6,229.0,46.6,54.8,70.2,48.6,39.4,41.4,37.4,42.6
405.0,221.4,229.0,46.4,54.6,69.6,48.2,39.2,41.4,37.4,42.6
406.0,221.2,229.0,46.0,54.6,69.4,48.0,39.2,41.4,37.2,42.6
407.0,221.2,229.0,45.8,54.4,69.0,48.0,39.2,41.4,37.2,42.4
408.0,221.0,229.0,45.6,54.2,68.6,47.8,39.0,41.2,37.2,42.2
409.0,220.8,229.0,45.4,54.0,68.2,47.6,38.8,41.2,37.2,42.2
410.0,220.8,229.0,45.0,54.0,68.0,47.4,38.6,41.0,37.0,42.0
411.0,220.6,228.8,45.0,53.8,67.6,47.2,38.6,40.8,37.0,41.8
412.0,220.4,228.6,45.0,53.4,67.2,47.2,38.6,40.8,37.0,42.0
413.0,220.4,228.6,44.8,53.4,66.6,47.0,38.6,40.8,37.0,41.8
414.0,220.2,228.6,44.6,53.0,66.4,46.8,38.4,40.4,36.8,41.8
415.0,220.0,228.6,44.4,53.0,66.0,46.8,38.4,40.4,37.0,41.8
416.0,219.8,228.6,44.2,52.8,65.6,46.6,38.4,40.6,37.0,41.6
417.0,219.6,228.4,43.8,52.6,65.4,46.4,38.2,40.2,36.8,41.6
418.0,219.6,228.6,43.4,52.6,65.0,46.4,38.2,40.2,36.8,41.4
419.0,219.4,228.2,43.2,52.4,64.6,46.0,38.2,40.2,36.6,41.2
420.0,219.2,228.4,43.2,52.2,64.4,45.8,38.2,40.4,36.8,41.2
421.0,219.0,228.4,43.4,51.8,64.0,45.8,38.0,40.4,36.6,41.0
422.0,219.0,228.2,43.2,51.8,63.6,45.6,38.0,40.4,36.8,40.8
423.0,218.8,228.4,43.0,51.8,63.2,45.4,38.0,40.0,36.6,40.8
424.0,218.6,228.6,43.0,51.6,63.0,45.2,37.8,40.0,36.6,40.8
425.0,218.4,228.6,42.8,51.6,62.6,45.0,37.8,40.2,36.4,41.0
426.0,218.2,228.4,42.4,51.4,62.4,45.0,37.6,39.8,36.4,40.8
427.0,218.0,228.4,42.2,51.2,62.0,44.8,37.6,40.0,36.6,40.8
428.0,217.6,228.4,42.0,51.2,61.6,44.6,37.6,39.8,36.4,40.8
429.0,217.6,228.2,41.8,51.2,61.4,44.6,37.6,39.8,36.4,40.6
430.0,217.4,228.2,41.8,50.8,61.2,44.4,37.6,39.8,36.2,40.6
431.0,217.2,228.2,41.6,50.6,60.8,44.2,37.4,39.4,36.4,40.6
432.0,217.2,228.4,41.4,50.4,60.4,44.2,37.4,39.6,36.4,40.4
433.0,217.0,228.4,41.4,50.4,60.2,44.0,37.4,39.6,36.2,40.4
434.0,217.0,228.4,41.0,50.2,60.0,44.0,37.4,39.6,36.2,40.4
435.0,216.8,228.4,40.8,50.2,59.8,43.8,37.2,39.6,36.2,40.4
436.0,216.6,228.4,40.2,50.0,59.4,43.8,37.0,39.2,36.4,40.4
437.0,216.4,228.4,40.0,49.8,59.2,43.6,37.0,39.4,36.2,40.2
438.0,216.2,228.4,40.2,49.6,59.0,43.6,37.0,39.0,36.0,40.0
439.0,216.0,228.4,40.2,49.4,58.8,43.2,36.8,38.8,36.2,40.0
440.0,216.0,228.4,39.8,49.2,58.8,43.2,36.8,39.2,36.2,40.0
441.0,215.8,228.4,39.8,49.2,58.4,43.2,36.8,38.8,36.0,40.0
442.0,215.6,228.2,39.6,48.8,58.2,43.2,36.8,39.0,36.0,40.0
443.0,215.4,228.2,39.4,48.6,58.0,43.0,36.6,38.8,36.0,40.0
444.0,215.0,228.2,39.4,48.6,57.8,42.8,36.6,38.8,36.0,39.8
445.0,214.8,228.0,39.2,48.4,57.6,42.8,36.8,39.0,36.0,39.6
446.0,214.6,228.0,39.2,48.2,57.2,42.8,36.8,39.0,36.0,39.8
447.0,214.4,228.0,39.0,48.2,57.0,42.6,36.8,38.6,35.8,39.6
448.0,214.0,228.0,38.8,48.0,56.8,42.6,36.6,38.4,35.8,39.6
449.0,213.6,228.0,39.0,48.0,56.6,42.6,36.6,38.8,35.8,39.6
450.0,213.4,228.0,39.0,47.8,56.4,42.2,36.4,38.6,35.8,39.6
451.0,213.0,228.0,38.8,47.8,56.0,42.2,36.4,38.8,35.8,39.4
452.0,213.0,228.2,38.8,47.4,55.8,42.2,36.4,38.6,35.8,39.4
453.0,212.8,228.0,38.4,47.2,55.6,42.0,36.2,38.6,35.6,39.4
454.0,212.6,228.0,38.2,47.2,55.6,41.8,36.2,38.6,35.6,39.2
455.0,212.2,228.2,38.0,47.0,55.6,41.6,36.0,38.4,35.6,39.2
456.0,212.4,228.0,37.8,46.8,55.2,41.8,36.0,38.4,35.4,39.2
457.0,212.0,228.0,37.8,46.6,55.0,41.6,36.0,38.4,35.6,39.2
458.0,211.4,227.8,37.4,46.4,54.6,41.4,36.0,38.4,35.6,39.0
459.0,211.8,228.0,37.6,46.2,54.4,41.4,36.0,38.2,35.6,39.2
460.0,211.6,228.0,37.4,46.0,54.2,41.2,36.0,38.0,35.4,39.0
461.0,211.4,228.0,37.2,46.2,54.0,41.2,36.0,38.0,35.4,39.2
462.0,211.2,227.8,37.0,46.0,53.8,41.2,36.0,38.2,35.4,39.0
463.0,211.0,227.8,37.2,46.0,53.4,41.0,36.0,38.2,35.4,39.0
464.0,210.6,227.8,36.8,45.8,53.2,41.0,35.8,38.0,35.4,38.8
465.0,210.4,227.8,37.0,45.8,53.2,41.0,35.6,38.0,35.4,38.8
466.0,210.4,227.8,37.0,45.4,52.8,40.8,35.4,38.0,35.4,39.0
467.0,210.4,227.8,36.8,45.2,52.6,40.8,35.6,38.0,35.2,38.8
468.0,210.0,227.8,36.8,45.2,52.4,40.8,35.4,37.8,35.2,38.8
469.0,209.8,227.8,36.4,45.0,52.2,40.6,35.4,37.8,35.2,38.6
470.0,209.4,227.6,36.2,45.0,51.8,40.6,35.4,37.6,35.0,38.4
471.0,209.2,227.6,36.0,44.8,51.6,40.4,35.2,37.8,35.2,38.6
472.0,209.0,227.6,36.2,44.8,51.4,40.4,35.2,37.6,35.0,38.6
473.0,209.0,227.6,36.0,44.6,51.4,40.4,35.4,37.6,35.0,38.6
474.0,208.6,227.4,36.0,44.6,51.2,40.2,35.2,37.6,35.0,38.6
475.0,208.4,227.4,36.2,44.4,51.0,40.2,35.2,37.6,35.0,38.4
476.0,208.4,227.4,35.8,44.2,51.0,40.2,35.4,37.2,35.0,38.4
477.0,208.2,227.2,35.6,44.0,50.6,40.0,35.2,37.2,35.0,38.2
478.0,207.0,227.4,35.4,43.8,50.4,40.0,35.2,37.4,35.0,38.2
479.0,207.6,227.4,35.4,43.8,50.0,39.8,35.0,37.4,35.0,38.2
480.0,207.2,227.2,35.2,43.6,50.0,39.8,34.8,37.4,35.2,38.2
481.0,206.8,227.2,34.8,43.8,49.8,39.6,35.0,37.4,34.8,38.2
482.0,206.8,227.4,35.0,43.6,49.4,39.6,35.0,37.4,34.8,38.2
483.0,207.2,227.4,35.2,43.6,49.2,39.6,35.0,37.4,34.8,38.2
484.0,206.6,227.4,35.2,43.4,49.2,39.4,35.0,37.2,34.8,38.2
485.0,206.4,227.2,34.8,43.4,48.8,39.4,35.0,37.0,34.8,38.0
486.0,206.0,227.4,34.4,43.2,48.8,39.2,35.0,37.2,34.8,38.0
487.0,206.0,227.4,34.2,43.2,48.4,39.2,34.8,37.0,34.8,38.0
488.0,206.0,227.4,33.6,43.0,48.2,39.2,34.8,37.0,34.8,38.0
489.0,205.8,227.2,33.6,42.6,48.2,39.2,34.8,37.2,34.8,38.0
490.0,205.8,227.2,34.0,42.6,48.2,39.2,34.8,37.0,34.6,38.0
491.0,205.4,227.2,34.2,42.8,48.0,39.2,34.8,37.0,34.6,37.8
492.0,205.4,227.2,34.0,42.8,47.6,39.0,34.8,37.0,34.6,37.8
493.0,205.2,227.0,33.8,42.6,47.4,39.0,34.6,37.0,34.6,38.0
494.0,204.8,227.0,33.6,42.4,47.4,39.0,34.6,37.0,34.6,37.8
495.0,204.6,227.0,33.6,42.4,47.2,38.8,34.6,36.8,34.4,37.8
496.0,204.4,227.0,33.2,42.2,47.0,39.0,34.6,36.6,34.4,37.8
497.0,204.2,227.2,33.4,42.2,46.6,39.0,34.6,36.8,34.4,37.8
498.0,203.8,227.0,33.4,42.0,46.2,39.0,34.4,36.6,34.4,37.8
499.0,203.6,226.8,33.4,42.0,46.0,39.0,34.4,36.4,34.4,37.6
500.0,203.6,226.8,33.4,41.8,45.8,39.0,34.2,36.6,34.4,37.6
501.0,203.4,227.0,33.4,42.0,45.6,38.8,34.4,36.4,34.4,37.6
502.0,203.2,226.8,33.4,41.6,45.6,38.8,34.2,36.4,34.4,37.6
503.0,203.0,226.8,33.2,41.6,45.2,38.8,34.4,36.4,34.4,37.6
504.0,202.8,226.8,33.0,41.4,45.2,38.8,34.2,36.4,34.2,37.4
505.0,202.8,226.8,32.6,41.4,45.0,38.6,34.4,36.4,34.2,37.6
506.0,202.4,226.6,32.6,41.2,44.8,38.6,34.4,36.2,34.2,37.4
507.0,202.4,226.6,32.6,41.2,44.6,38.6,34.2,36.0,34.2,37.2
508.0,202.2,226.6,32.4,41.0,44.6,38.6,34.2,36.0,34.0,37.2
509.0,201.8,226.6,32.4,41.0,44.4,38.4,34.0,36.2,34.0,37.4
510.0,201.6,226.4,32.4,41.0,44.2,38.2,34.0,36.2,34.0,37.4
511.0,201.6,226.4,32.4,40.8,43.8,38.2,34.0,36.2,34.2,37.2
512.0,201.0,226.4,32.0,40.6,43.6,38.4,34.0,36.0,34.0,37.2
513.0,201.0,226.4,31.6,40.6,43.4,38.2,33.8,36.0,34.0,37.2
514.0,200.8,226.4,31.6,40.4,43.4,38.0,34.0,36.0,34.0,37.2
515.0,200.6,226.4,31.6,40.4,43.4,38.0,34.0,36.0,33.8,37.0
516.0,200.6,226.4,31.6,40.2,43.4,38.2,33.8,35.8,33.8,37.0
517.0,200.4,226.4,31.4,40.2,43.0,38.2,33.8,35.6,34.0,37.2
518.0,200.2,226.4,31.0,40.0,43.0,38.0,33.8,36.0,33.8,37.0
519.0,199.8,226.4,31.0,40.0,43.0,38.0,33.8,35.8,33.8,37.0
520.0,199.6,226.4,30.8,40.0,42.8,38.0,33.8,35.6,33.6,37.0
521.0,199.2,226.2,30.6,40.0,42.8,38.0,33.6,35.6,33.6,37.2
522.0,198.6,226.2,30.6,39.8,42.4,37.8,33.6,35.6,33.8,37.0
523.0,198.4,226.2,30.6,39.8,42.0,37.8,33.6,35.6,33.8,37.0
524.0,198.4,226.0,30.6,39.6,42.0,37.6,33.4,35.6,33.6,37.0
525.0,198.2,226.0,30.4,39.4,41.8,37.6,33.6,35.6,33.8,37.0
526.0,198.0,226.0,30.4,39.6,41.4,37.6,33.6,35.8,33.8,37.0
527.0,198.0,226.0,30.4,39.4,41.4,37.6,33.4,35.6,33.6,36.8
528.0,197.8,226.0,30.2,39.2,41.2,37.6,33.4,35.2,33.6,36.6
529.0,197.4,225.8,30.0,39.4,41.2,37.6,33.6,35.2,33.6,36.6
530.0,197.2,225.6,29.8,39.2,41.0,37.6,33.6,35.2,33.6,36.6
531.0,197.4,225.6,29.8,39.2,41.0,37.6,33.2,35.2,33.8,36.8
532.0,197.4,225.4,29.6,39.0,40.8,37.4,33.2,35.4,33.8,36.8
533.0,197.0,225.6,29.6,38.8,40.6,37.2,33.2,35.4,33.6,36.8
534.0,196.8,225.4,29.4,38.8,40.4,37.4,33.2,35.2,33.6,36.6
535.0,196.6,225.4,29.2,38.8,40.4,37.4,33.2,35.4,33.6,36.6
536.0,196.4,225.4,28.8,38.6,40.2,37.2,33.2,35.0,33.4,36.6
537.0,196.2,225.2,29.0,38.6,40.0,37.2,33.0,35.2,33.6,36.4
538.0,195.8,225.2,28.8,38.6,40.0,37.4,33.0,35.0,33.4,36.4
539.0,195.6,225.4,28.4,38.4,39.6,37.2,33.0,35.2,33.4,36.4
540.0,195.4,225.4,28.4,38.4,39.6,37.2,33.0,34.8,33.4,36.4
541.0,195.4,225.4,28.2,38.2,39.6,37.2,33.0,34.8,33.6,36.4
542.0,195.4,225.2,28.0,38.2,39.4,37.2,33.0,35.0,33.4,36.4
543.0,195.0,225.2,27.8,38.0,39.4,37.2,33.0,35.0,33.2,36.6
544.0,194.8,225.0,27.8,38.0,39.2,37.0,33.0,35.2,33.4,36.4
545.0,194.6,224.8,27.8,37.8,39.0,37.0,32.8,34.8,33.4,36.4
546.0,194.2,224.8,27.6,38.0,38.6,37.0,33.0,34.8,33.4,36.4
547.0,194.2,225.0,27.2,37.8,38.6,37.0,33.0,35.0,33.4,36.2
548.0,193.8,224.8,27.0,37.8,38.6,36.8,32.8,34.6,33.4,36.4
549.0,193.6,224.8,26.8,37.6,38.4,36.8,32.8,34.6,33.4,36.2
550.0,193.6,224.6,27.2,37.6,38.2,37.0,32.6,34.4,33.4,36.2
551.0,193.4,224.6,27.2,37.4,38.0,36.6,32.4,34.4,33.4,36.2
552.0,193.4,224.6,27.0,37.4,38.2,36.6,32.6,34.4,33.2,36.2
553.0,193.2,224.6,27.0,37.4,37.8,36.6,32.4,34.8,33.2,36.2
554.0,193.0,224.4,27.0,37.4,37.8,36.6,32.4,34.8,33.2,36.2
555.0,192.8,224.4,27.0,37.2,37.6,36.6,32.6,34.6,33.2,36.2
556.0,192.4,224.4,27.0,37.2,37.6,36.6,32.6,34.2,33.0,36.2
557.0,192.4,224.2,26.8,37.0,37.4,36.6,32.4,34.2,33.0,36.2
558.0,192.2,224.2,26.8,36.8,37.4,36.4,32.2,34.4,33.2,36.2
559.0,192.0,224.2,27.0,36.8,37.2,36.4,32.2,34.6,33.0,36.2
560.0,191.6,224.2,27.0,36.8,37.0,36.6,32.2,34.2,33.0,36.0
561.0,191.4,224.2,27.2,36.6,36.8,36.4,32.2,34.4,33.0,36.0
562.0,191.4,224.0,27.0,36.6,36.8,36.2,32.4,34.2,33.2,36.0
563.0,191.2,224.0,26.8,36.6,36.6,36.2,32.4,34.6,33.0,36.0
564.0,190.6,223.8,26.6,36.4,36.4,36.2,32.4,34.2,33.0,36.0
565.0,190.2,223.8,26.6,36.2,36.2,36.2,32.2,34.2,33.2,36.0
566.0,190.4,223.8,26.4,36.4,36.2,36.2,32.2,34.2,33.0,36.0
567.0,190.4,223.6,26.4,36.2,36.0,36.0,32.2,33.8,33.0,36.0
568.0,190.0,223.4,26.0,36.0,36.0,36.2,32.0,34.0,33.0,36.0
569.0,189.4,223.4,25.6,36.0,36.0,36.2,32.0,33.8,32.8,36.0
570.0,189.4,223.6,25.8,35.8,36.0,36.2,32.0,34.0,32.6,36.0
571.0,189.4,223.4,25.6,35.8,35.8,36.2,32.0,34.2,32.6,36.0
572.0,188.8,223.3,25.6,35.8,35.6,36.2,32.0,34.0,32.8,35.8
