Seconds,FireAttack_Bed1,FireAttack_Bed2,Couch1_CenterIgnite,Couch3_RightIgnite,Couch2_LeftIgnite,StripedChair_1,StripedChair_2,StripedChair_3,YellowChair_1,YellowChair_2
573.0,188.8,223.3,25.8,35.6,35.6,36.0,32.0,34.0,32.8,35.8
574.0,188.4,223.3,25.4,35.4,35.4,36.0,32.0,34.2,32.8,35.8
575.0,188.2,223.4,25.4,35.4,35.4,36.0,31.8,34.2,32.8,35.8
576.0,188.2,223.0,25.6,35.4,35.2,36.0,31.8,34.0,32.6,35.6
577.0,187.8,222.8,25.2,35.2,35.0,36.0,31.8,33.8,32.6,35.6
578.0,187.8,222.8,25.2,35.0,34.8,35.8,31.8,34.0,32.6,35.6
579.0,187.6,223.0,25.2,35.0,34.8,35.8,31.8,33.8,32.4,35.6
580.0,187.2,222.8,25.4,35.0,34.8,35.8,31.8,33.8,32.4,35.6
581.0,187.2,222.6,25.2,34.8,34.4,36.0,31.6,33.6,32.6,35.6
582.0,186.8,222.6,25.0,34.8,34.4,35.8,31.8,33.8,32.6,35.6
583.0,186.6,222.6,25.0,34.6,34.2,35.6,31.8,33.6,32.4,35.6
584.0,186.2,222.4,25.0,34.6,34.2,35.6,31.6,33.6,32.6,35.4
585.0,186.2,222.4,25.0,34.6,34.2,35.6,31.4,33.6,32.6,35.4
586.0,185.0,222.4,24.8,34.8,34.0,35.4,31.4,33.8,32.6,35.4
587.0,185.6,222.2,24.6,34.6,33.8,35.4,31.6,33.6,32.4,35.4
588.0,185.6,222.0,24.6,34.6,33.8,35.4,31.6,33.4,32.4,35.4
589.0,185.2,221.6,24.6,34.4,33.8,35.4,31.6,33.2,32.4,35.4
590.0,185.0,221.6,24.6,34.4,33.6,35.0,31.4,33.4,32.6,35.4
591.0,184.8,221.6,24.4,34.4,33.6,35.2,31.2,33.4,32.4,35.4
592.0,184.4,221.6,24.0,34.2,33.6,35.2,31.2,33.4,32.4,35.4
593.0,184.2,221.6,24.2,34.2,33.4,35.0,31.4,33.4,32.2,35.2
594.0,184.0,221.4,24.4,34.0,33.2,35.0,31.4,33.2,32.4,35.2
595.0,183.8,221.0,24.4,34.0,33.0,35.0,31.2,33.2,32.4,35.2
596.0,183.6,221.0,24.2,34.0,32.8,35.0,31.2,33.2,32.2,35.2
597.0,183.4,221.2,24.2,33.8,32.6,35.0,31.2,33.2,32.4,35.2
598.0,183.4,221.2,24.0,33.6,32.6,35.0,31.2,33.2,32.2,35.2
599.0,183.0,221.0,24.0,33.4,32.6,35.2,31.2,33.0,32.2,35.2
600.0,182.6,220.8,24.0,33.4,32.4,35.0,31.2,33.0,32.2,35.2
601.0,182.4,220.6,23.8,33.2,32.2,35.0,31.2,33.0,32.4,35.2
602.0,182.4,220.6,23.8,33.2,32.2,35.0,31.0,32.8,32.0,35.0
603.0,182.0,220.4,23.6,33.2,32.0,34.8,31.0,32.8,32.0,35.0
604.0,181.8,220.2,23.4,33.0,31.8,34.8,31.0,33.0,32.0,35.4
605.0,181.6,220.2,23.4,33.0,31.8,34.8,31.0,33.0,32.2,35.0
606.0,181.4,220.2,23.2,33.0,31.6,34.8,31.0,32.8,32.2,34.8
607.0,181.4,220.0,23.0,33.0,31.4,34.6,30.8,32.8,32.0,35.0
608.0,180.8,220.0,23.0,32.8,31.6,34.8,30.8,33.0,32.0,35.0
609.0,180.8,220.0,23.2,32.8,31.4,34.6,30.8,32.8,32.0,35.0
610.0,180.8,219.8,23.2,32.6,31.4,34.6,30.8,32.8,32.2,35.0
611.0,180.2,219.6,23.0,32.6,31.2,34.6,30.8,32.8,32.0,35.0
612.0,180.2,219.6,22.6,32.4,31.2,34.4,30.8,32.6,32.0,35.0
613.0,179.8,219.4,22.4,32.4,31.2,34.2,30.8,32.6,32.0,35.0
614.0,179.6,219.4,22.4,32.4,31.2,34.4,30.6,32.6,32.0,35.0
615.0,179.2,219.2,22.4,32.4,31.2,34.6,30.6,32.4,32.0,34.8
616.0,179.2,219.0,22.4,32.4,31.0,34.6,30.6,32.6,32.0,34.8
617.0,179.2,219.0,22.2,32.2,30.8,34.2,30.6,32.4,32.0,34.8
618.0,179.0,218.6,22.0,32.2,30.6,34.6,30.6,32.4,32.0,34.8
619.0,178.2,218.6,22.0,32.2,30.4,34.4,30.4,32.4,31.8,34.8
620.0,178.0,218.6,21.6,32.2,30.2,34.4,30.4,32.2,31.8,34.8
621.0,177.8,218.4,21.6,32.0,30.2,34.4,30.6,32.0,32.0,34.8
622.0,177.4,218.4,21.8,32.0,30.2,34.4,30.4,32.2,31.8,34.8
623.0,177.2,218.4,22.0,32.0,29.8,34.4,30.4,32.0,31.8,34.8
624.0,176.8,218.0,22.2,32.0,29.6,34.2,30.4,32.2,31.8,34.8
625.0,176.8,218.0,22.4,31.8,29.8,34.2,30.4,32.0,32.0,34.8
626.0,176.6,217.8,22.2,31.8,29.8,34.4,30.4,32.2,31.8,34.8
627.0,176.4,217.8,22.0,31.6,29.4,34.2,30.4,32.2,31.8,34.6
628.0,176.2,217.6,22.0,31.6,29.0,34.2,30.2,32.2,31.8,34.6
629.0,176.2,217.6,21.4,31.4,29.2,34.2,30.2,32.4,31.6,34.8
630.0,176.0,217.4,21.6,31.4,29.0,34.0,30.2,32.0,31.6,34.6
631.0,175.8,217.2,21.4,31.2,28.8,34.0,30.0,32.0,31.6,34.6
632.0,175.6,217.2,21.0,31.2,28.6,34.2,30.0,32.0,31.6,34.6
633.0,175.2,217.2,21.2,31.2,28.8,34.0,30.0,32.0,31.6,34.6
634.0,174.2,217.2,21.0,31.2,28.6,34.0,30.0,32.0,31.4,34.6
635.0,173.8,217.0,21.2,31.2,28.4,33.8,30.0,32.2,31.6,34.4
636.0,174.2,217.0,20.8,31.2,28.2,33.8,30.0,32.0,31.6,34.4
637.0,174.2,216.8,20.8,31.0,28.0,33.6,30.2,32.0,31.6,34.4
638.0,173.8,216.8,20.6,31.0,28.0,33.6,30.0,31.6,31.6,34.4
639.0,173.6,216.6,20.8,31.0,28.0,33.6,29.8,31.6,31.6,34.4
640.0,173.6,216.4,20.4,30.8,28.0,33.6,30.0,31.8,31.4,34.2
641.0,173.4,216.2,20.6,30.8,27.8,33.8,29.8,31.8,31.6,34.2
642.0,173.2,216.2,20.4,30.8,28.0,33.8,29.8,31.6,31.6,34.2
643.0,172.6,216.2,20.2,30.6,28.0,33.8,29.8,31.6,31.2,34.4
644.0,172.6,216.0,20.0,30.6,28.0,33.6,29.8,31.6,31.4,34.2
645.0,172.2,215.6,20.0,30.6,27.6,33.6,29.6,31.4,31.4,34.2
646.0,172.2,215.6,20.0,30.6,27.6,33.6,29.6,31.4,31.4,34.2
647.0,172.0,215.4,19.8,30.6,27.6,33.6,29.4,31.4,31.2,34.2
648.0,171.8,215.4,15.8,30.4,27.4,33.6,29.4,31.6,31.4,34.2
649.0,171.6,215.2,15.6,30.4,27.4,33.6,29.6,31.4,31.2,34.2
650.0,171.2,215.2,16.0,30.2,27.4,33.6,29.4,31.2,31.2,34.2
651.0,171.2,215.0,16.2,30.2,27.2,33.4,29.4,31.2,31.4,34.2
652.0,171.0,214.6,16.0,30.2,26.8,33.2,29.4,31.0,31.2,34.2
653.0,170.8,214.6,15.8,30.0,26.8,33.4,29.2,31.2,31.2,34.2
654.0,170.6,214.4,15.6,30.0,27.0,33.4,29.0,31.2,31.2,34.0
655.0,170.4,214.4,15.8,29.8,26.8,33.4,29.0,31.0,31.2,34.2
656.0,170.0,214.4,15.4,29.8,26.6,33.2,29.2,31.2,31.2,34.2
657.0,169.6,214.2,15.6,29.8,26.6,33.2,29.2,31.2,31.2,34.0
658.0,169.6,214.0,15.6,29.8,26.6,33.2,29.2,31.0,31.0,34.2
659.0,169.4,214.0,15.4,29.8,26.6,33.2,29.2,31.0,31.0,34.0
660.0,169.2,213.6,15.6,29.8,26.6,33.2,29.2,31.0,31.2,34.0
661.0,169.0,213.4,15.8,29.8,26.6,33.0,29.0,31.0,31.2,34.0
662.0,168.8,213.2,15.6,29.6,26.6,33.0,29.0,31.0,31.2,34.0
663.0,168.4,213.2,15.6,29.6,26.2,33.0,29.0,31.0,31.2,34.0
664.0,168.2,213.0,15.0,29.4,26.2,33.0,29.0,30.8,31.2,33.8
665.0,168.2,213.0,15.0,29.4,26.0,32.8,29.0,31.0,31.0,33.8
666.0,168.2,212.6,15.0,29.2,25.8,32.8,28.8,30.8,31.0,34.0
667.0,168.0,212.8,15.0,29.2,25.6,32.8,28.8,30.8,31.2,34.0
668.0,167.8,212.6,15.0,29.2,25.6,33.0,28.8,30.8,31.0,33.8
669.0,167.8,212.4,15.2,29.0,25.6,32.8,28.8,30.8,31.0,34.0
670.0,167.2,212.4,15.2,29.0,25.6,32.6,28.6,31.0,31.0,33.8
671.0,167.0,212.2,15.4,29.0,25.4,32.6,28.6,30.8,31.0,33.8
672.0,166.8,212.0,15.2,29.0,25.2,32.6,28.6,30.6,31.0,33.8
673.0,166.4,211.8,15.2,29.0,25.0,32.6,28.6,30.6,31.0,33.8
674.0,166.4,212.4,15.0,28.8,25.2,32.6,28.6,30.4,31.0,33.8
675.0,166.2,212.4,15.0,28.8,25.0,32.6,28.6,30.6,30.8,33.8
676.0,165.8,211.2,14.8,28.6,25.2,32.6,28.4,30.6,30.8,33.8
677.0,165.6,211.2,14.6,28.6,25.2,32.4,28.6,30.6,30.8,33.8
678.0,165.8,211.0,14.4,28.6,25.0,32.4,28.6,30.6,31.0,33.6
679.0,165.6,211.0,14.4,28.4,24.8,32.4,28.6,30.4,31.0,33.6
680.0,165.4,210.6,14.6,28.2,25.0,32.2,28.6,30.4,30.8,33.6
681.0,165.2,210.6,14.8,28.2,24.8,32.2,28.2,30.2,30.8,33.6
682.0,164.8,210.4,14.6,28.2,24.6,32.2,28.2,30.0,30.8,33.6
683.0,164.8,210.2,14.4,28.0,24.6,32.2,28.2,30.2,30.8,33.6
684.0,164.6,210.0,14.6,28.2,24.4,32.2,28.2,30.0,30.8,33.6
685.0,164.6,209.8,14.4,28.2,24.4,32.4,28.2,30.0,30.8,33.6
686.0,164.2,209.6,14.2,28.2,24.0,32.2,28.2,30.2,30.8,33.4
687.0,164.0,209.4,14.2,28.0,24.2,32.2,28.2,30.2,30.6,33.4
688.0,164.0,209.4,14.2,27.8,23.8,32.4,28.2,30.0,30.8,33.4
689.0,164.0,209.4,14.4,27.8,23.8,32.2,28.0,30.0,30.6,33.6
690.0,163.4,209.0,14.0,27.8,23.8,32.2,28.0,30.2,30.6,33.6
691.0,163.4,208.8,14.0,27.8,23.8,32.0,28.2,30.0,30.4,33.4
692.0,163.0,208.4,14.2,27.8,23.4,32.2,28.0,30.0,30.6,33.6
693.0,163.0,208.4,14.4,27.6,23.8,32.2,28.0,30.2,30.6,33.4
694.0,163.0,208.2,14.6,27.6,23.6,32.0,28.0,30.0,30.4,33.2
695.0,163.0,208.0,14.4,27.6,23.4,31.8,28.0,29.8,30.4,33.4
696.0,162.8,208.0,14.4,27.6,23.4,31.8,28.0,29.6,30.4,33.2
697.0,162.4,207.6,14.4,27.4,23.4,31.8,28.0,29.8,30.4,33.2
698.0,162.0,207.6,14.2,27.4,23.4,32.0,28.0,29.6,30.4,33.2
699.0,162.0,207.4,14.2,27.4,23.2,31.8,27.6,29.6,30.4,33.2
700.0,162.0,207.4,14.2,27.2,23.0,31.8,27.8,29.6,30.4,33.4
701.0,161.8,207.4,14.2,27.2,23.0,31.8,28.0,29.6,30.4,33.2
702.0,161.6,207.2,14.0,27.2,23.0,31.8,27.6,29.8,30.4,33.4
703.0,161.4,207.0,14.0,27.2,22.8,31.6,27.6,29.8,30.4,33.2
704.0,161.0,206.8,14.0,27.2,22.8,31.4,27.8,29.6,30.4,33.2
705.0,161.0,206.4,13.8,27.2,22.6,31.6,27.6,29.4,30.2,33.2
706.0,161.0,206.4,13.8,27.0,22.8,31.4,27.6,29.6,30.4,33.0
707.0,160.8,206.2,14.0,27.0,22.8,31.6,27.6,29.4,30.2,33.2
708.0,160.4,206.2,14.0,26.8,22.6,31.4,27.4,29.4,30.2,33.2
709.0,160.2,205.8,13.8,26.6,22.6,31.4,27.4,29.4,30.2,33.2
710.0,160.0,205.8,13.6,26.6,22.4,31.4,27.4,29.2,30.2,33.2
711.0,160.0,205.6,13.4,26.6,22.2,31.4,27.4,29.2,30.0,33.2
712.0,160.0,205.6,13.4,26.6,22.2,31.2,27.2,29.0,30.2,33.0
713.0,159.8,205.2,13.4,26.6,22.0,31.2,27.2,29.2,30.2,33.2
714.0,159.6,205.0,13.4,26.6,21.8,31.4,27.2,29.0,30.0,33.0
715.0,159.4,204.8,13.4,26.6,21.8,31.2,27.2,29.2,30.2,32.8
716.0,159.4,204.6,13.6,26.6,21.8,31.4,27.2,29.2,30.0,33.0
717.0,159.2,204.4,13.4,26.4,21.6,31.0,27.2,29.0,30.2,33.0
718.0,159.0,204.4,13.4,26.4,21.6,31.0,27.2,29.2,30.0,33.0
719.0,159.0,204.2,13.2,26.4,21.4,31.2,27.2,29.0,30.0,33.0
720.0,158.8,203.8,13.4,26.4,21.4,31.0,27.2,29.0,30.2,32.8
721.0,158.6,203.8,13.4,26.2,21.0,30.8,27.2,29.0,30.0,32.8
722.0,158.4,203.6,13.2,26.2,21.2,30.8,27.0,29.0,30.0,32.8
723.0,158.0,203.4,13.0,26.0,21.2,31.0,27.0,29.0,29.8,32.8
724.0,158.0,203.4,13.2,26.0,20.8,31.0,27.0,28.8,30.0,32.6
725.0,157.8,203.0,13.4,26.0,20.6,30.8,27.0,28.8,30.0,32.8
726.0,158.0,203.0,13.2,25.8,20.6,30.6,26.8,28.6,30.0,32.8
727.0,157.6,202.6,13.2,25.0,20.6,30.6,26.8,28.6,30.0,32.8
728.0,157.4,202.6,13.0,24.0,20.6,30.6,26.8,28.6,30.0,32.8
729.0,157.4,202.4,13.0,23.8,20.6,30.8,26.6,28.6,30.0,32.8
730.0,157.2,202.2,12.8,23.8,20.2,30.6,26.8,28.6,29.8,32.8
731.0,156.8,202.2,13.0,23.8,19.8,30.6,26.6,28.6,30.0,32.6
732.0,156.8,201.8,12.8,22.0,19.6,30.4,26.6,28.6,30.0,32.6
733.0,156.4,201.8,12.8,22.0,19.8,30.4,26.6,28.6,30.0,32.8
734.0,156.4,201.6,13.0,21.8,19.6,30.4,26.8,28.4,29.8,32.8
735.0,156.4,201.6,12.8,21.8,19.6,30.4,26.6,28.4,29.8,32.6
736.0,156.0,201.6,13.2,21.8,19.6,30.2,26.6,28.4,29.8,32.6
737.0,155.8,201.2,13.2,21.6,19.8,30.2,26.6,28.2,29.8,32.6
738.0,155.6,201.0,13.2,21.6,19.6,30.2,26.4,28.2,29.8,32.6
739.0,155.6,201.0,13.0,21.6,19.8,30.4,26.4,28.0,29.6,32.6
740.0,155.6,200.8,12.6,21.4,19.8,30.2,26.4,28.0,29.6,32.6
741.0,155.2,200.6,12.4,21.4,20.0,30.2,26.4,28.0,29.8,32.6
742.0,155.4,200.6,12.6,21.4,19.6,30.2,26.2,27.8,29.6,32.4
743.0,155.0,200.2,12.4,21.4,19.6,30.0,26.4,27.8,29.8,32.6
744.0,155.0,200.0,12.6,21.6,19.4,30.0,26.4,27.8,29.6,32.6
745.0,154.8,199.8,12.6,21.4,19.6,30.0,26.2,27.8,29.6,32.4
746.0,154.8,199.6,12.6,21.4,19.4,30.0,26.0,28.0,29.6,32.4
747.0,154.4,199.4,12.8,21.4,19.4,29.8,26.0,27.8,29.8,32.4
748.0,154.2,199.2,12.8,21.2,19.2,29.8,26.2,27.8,29.8,32.4
749.0,154.2,199.0,12.6,21.2,19.2,29.8,26.2,27.6,29.6,32.4
750.0,153.8,198.8,12.6,21.2,19.2,29.6,26.2,27.8,29.6,32.4
751.0,153.6,198.8,12.6,21.2,19.0,29.6,26.2,27.8,29.6,32.4
752.0,153.8,198.6,12.4,21.2,18.8,29.6,26.2,27.8,29.6,32.4
753.0,153.4,198.4,12.8,21.2,18.6,29.6,26.0,28.0,29.4,32.4
754.0,153.6,198.2,12.8,21.0,18.4,29.4,26.0,27.6,29.4,32.2
755.0,153.2,198.0,13.0,21.0,18.6,29.6,26.0,27.8,29.6,32.2
756.0,153.0,197.0,12.6,21.0,18.4,29.6,26.0,27.6,29.6,32.2
757.0,153.0,197.6,12.6,21.0,18.4,29.6,26.0,27.4,29.6,32.2
758.0,153.0,197.6,12.6,20.8,18.0,29.4,26.0,27.6,29.6,32.2
759.0,152.8,197.4,12.6,20.8,18.2,29.2,25.8,27.6,29.4,32.2
760.0,152.6,197.4,12.6,20.8,18.2,29.2,25.8,27.4,29.4,32.0
761.0,152.4,197.2,12.4,20.8,18.0,29.2,25.8,27.2,29.4,32.2
762.0,152.4,197.2,12.4,20.8,17.6,29.4,25.8,27.4,29.2,32.2
763.0,152.4,197.0,12.4,20.6,17.6,29.0,25.8,27.4,29.4,32.2
764.0,152.4,196.8,12.2,20.6,17.6,29.2,25.8,27.4,29.2,32.0
765.0,152.2,196.8,12.4,20.6,17.2,29.4,25.6,27.2,29.4,32.0
766.0,151.8,196.6,12.2,20.6,17.2,29.2,25.6,27.0,29.2,32.0
767.0,151.8,196.2,12.4,20.6,17.4,29.2,25.6,27.2,29.2,32.0
768.0,151.8,196.2,12.4,20.6,17.4,29.0,25.6,27.2,29.4,32.0
769.0,151.8,195.0,12.2,20.4,17.4,29.2,25.6,27.2,29.2,32.0
770.0,151.6,195.8,12.2,20.4,17.4,29.0,25.4,27.2,29.0,32.0
771.0,151.2,195.6,12.2,20.4,17.6,28.6,25.4,27.0,29.2,32.0
772.0,151.2,195.4,12.0,20.4,17.4,28.8,25.6,27.0,29.2,31.8
773.0,151.2,195.4,12.2,20.4,17.2,28.8,25.6,26.8,29.0,32.0
774.0,150.8,195.2,12.2,20.2,17.2,28.8,25.4,27.0,29.0,31.8
775.0,150.6,194.8,12.4,20.2,17.2,28.8,25.2,26.6,29.0,31.8
776.0,150.4,194.6,12.4,20.2,17.2,28.8,25.2,26.8,29.2,31.8
777.0,150.4,194.4,12.2,20.2,17.2,28.4,25.2,26.8,29.2,31.6
778.0,150.4,194.6,12.2,20.2,17.0,28.6,25.2,26.8,29.0,31.8
779.0,150.0,194.2,12.2,20.2,17.0,28.6,25.2,26.8,29.0,31.8
780.0,150.0,194.0,12.0,20.2,17.0,28.6,25.2,26.6,29.2,31.8
781.0,149.8,194.0,12.0,20.2,17.0,28.8,25.2,26.6,29.0,31.8
782.0,149.6,193.8,12.0,20.0,17.0,28.6,25.0,26.6,29.0,31.8
783.0,149.8,193.6,11.8,20.0,17.0,28.4,25.0,26.4,29.0,31.6
784.0,149.6,193.4,12.0,20.0,17.0,28.4,25.2,26.2,29.0,31.8
785.0,149.6,193.2,12.0,20.0,17.2,28.4,25.2,26.6,29.0,31.8
786.0,149.6,193.0,12.0,20.0,17.2,28.2,25.0,26.4,29.0,31.6
787.0,149.4,192.8,12.0,20.0,17.0,28.4,25.0,26.6,29.0,31.6
788.0,149.2,192.8,11.8,19.8,16.8,28.2,24.8,26.4,29.0,31.8
789.0,149.0,192.8,11.8,19.8,16.6,28.4,24.8,26.6,29.0,31.8
790.0,148.8,192.6,11.6,19.8,16.4,28.2,24.8,26.4,29.0,31.6
791.0,148.6,192.0,11.6,19.8,16.2,28.0,24.8,26.4,29.0,31.4
792.0,148.2,192.0,11.8,19.8,16.0,28.0,24.8,26.0,28.8,31.4
793.0,148.4,191.8,11.6,19.6,16.0,28.0,24.8,26.2,28.8,31.6
794.0,148.2,191.8,11.8,19.6,15.8,27.8,24.8,26.2,28.8,31.6
795.0,148.2,191.4,11.6,19.6,15.8,28.0,24.8,26.2,28.8,31.6
796.0,148.0,191.4,11.4,19.6,15.8,27.8,24.8,26.0,28.8,31.6
797.0,148.0,191.2,11.6,19.6,15.8,27.8,24.8,26.2,28.8,31.6
798.0,147.8,191.2,11.6,19.6,15.6,28.0,24.8,26.0,28.6,31.6
799.0,147.8,190.8,11.6,19.6,15.4,27.8,24.8,26.2,28.8,31.6
800.0,147.6,190.6,11.2,19.6,15.4,27.8,24.6,26.2,28.6,31.6
801.0,147.6,190.4,11.2,19.4,15.2,27.6,24.8,26.2,28.8,31.4
802.0,147.4,190.4,11.2,19.4,15.0,27.6,24.6,26.0,28.6,31.4
803.0,147.2,190.2,11.4,19.4,15.2,27.8,24.6,26.0,28.6,31.4
804.0,147.2,190.0,11.4,19.4,14.8,27.4,24.6,25.8,28.6,31.4
805.0,147.4,189.8,11.4,19.4,14.6,27.6,24.6,25.8,28.6,31.4
806.0,147.2,189.8,11.4,19.4,14.8,27.6,24.6,26.0,28.6,31.4
807.0,147.0,189.6,11.4,19.2,14.8,27.6,24.6,25.8,28.6,31.2
808.0,146.8,189.4,11.2,19.2,15.0,27.4,24.4,25.8,28.6,31.4
809.0,146.8,189.4,11.2,19.2,15.0,27.4,24.2,25.8,28.4,31.2
810.0,146.6,189.2,11.4,19.2,15.0,27.2,24.4,25.8,28.6,31.4
811.0,146.4,189.0,11.2,19.2,14.4,27.2,24.4,25.6,28.4,31.2
812.0,146.4,189.0,11.2,19.2,13.4,27.0,24.6,25.8,28.4,31.2
813.0,146.2,188.8,11.0,19.2,13.4,27.0,24.4,25.8,28.6,31.2
814.0,146.2,188.8,10.6,19.2,13.4,27.2,24.2,25.8,28.4,31.2
815.0,146.0,188.6,10.6,19.0,13.2,27.2,24.0,25.8,28.4,31.2
816.0,145.8,188.2,10.8,19.0,13.2,,24.4,25.6,28.6,31.0
817.0,146.0,188.2,10.8,19.0,13.0,,24.2,25.6,28.4,31.0
818.0,145.8,188.0,10.6,19.0,13.2,,24.2,25.6,28.4,31.2
819.0,145.6,187.8,10.6,19.0,13.4,,24.2,25.6,28.4,31.2
820.0,145.2,187.6,10.4,19.0,13.0,,24.2,25.4,28.6,31.2
821.0,145.2,187.4,10.6,19.0,13.0,,24.2,25.4,28.4,31.0
822.0,145.4,187.2,10.6,19.0,12.8,,24.2,25.2,28.4,31.0
823.0,145.2,187.0,10.6,19.0,13.0,,24.0,25.6,28.2,31.0
824.0,145.0,187.0,10.6,19.0,13.0,,24.0,25.6,28.2,31.0
825.0,145.0,186.8,10.4,19.0,13.0,,24.0,25.6,28.8,31.0
826.0,144.8,186.8,10.4,18.8,12.8,,24.0,25.2,32.2,30.8
827.0,144.6,186.4,10.6,18.8,13.0,,24.0,25.2,32.6,30.8
828.0,144.4,186.4,10.6,18.8,12.6,,23.8,25.4,32.2,30.8
829.0,144.6,186.4,10.8,18.8,12.6,,24.0,25.2,29.6,30.8
830.0,144.6,186.0,10.6,18.8,12.6,,24.0,25.2,28.2,30.6
831.0,144.6,185.8,10.4,18.8,12.4,,23.8,25.0,26.8,30.6
832.0,144.4,185.6,10.4,18.8,12.2,,23.6,25.0,17.2,30.6
833.0,144.2,185.6,10.2,18.8,12.2,,23.6,25.2,19.2,30.6
834.0,144.2,185.4,10.0,18.8,12.0,,23.6,25.0,9.4,30.8
835.0,144.2,185.2,10.0,18.6,11.8,,23.6,24.8,5.6,30.8
836.0,144.0,185.2,10.2,18.6,11.4,,23.4,24.8,5.6,30.8
837.0,143.8,185.0,10.4,18.6,11.6,,23.4,24.8,1.2,30.8
838.0,143.8,185.0,10.6,18.6,11.8,,23.6,24.8,1.4,30.8
839.0,143.6,184.6,10.4,18.4,11.8,,23.6,24.6,1.4,30.8
840.0,143.6,184.4,10.4,18.4,12.0,,23.4,24.6,1.4,30.6
841.0,143.4,184.2,10.4,18.4,11.8,,23.4,24.6,1.2,30.8
842.0,143.4,184.2,10.6,18.4,12.0,,24.4,24.6,1.2,30.6
843.0,143.2,184.0,10.0,18.4,12.0,,23.6,24.8,1.4,30.6
844.0,143.4,183.6,10.2,18.4,11.8,,23.6,24.6,1.4,30.8
845.0,143.2,183.6,10.2,18.4,11.8,,23.4,24.6,1.6,30.6
846.0,143.2,183.6,10.2,18.4,11.6,,23.4,24.6,1.4,30.6
847.0,143.0,182.4,10.2,18.2,11.8,,23.2,24.6,1.2,30.6
848.0,142.8,183.4,10.2,18.2,11.6,,23.2,24.4,1.4,30.6
849.0,142.6,183.0,10.2,18.2,11.8,,23.2,24.6,1.4,30.4
850.0,142.4,182.8,10.4,18.2,12.0,,23.2,24.4,1.2,30.4
851.0,142.6,182.8,10.2,18.2,12.2,,23.2,24.6,1.4,30.6
852.0,142.4,182.6,10.0,18.2,12.0,,23.0,24.4,1.6,30.6
853.0,142.2,182.6,10.0,18.2,12.0,,23.4,24.4,1.6,30.6
854.0,142.2,182.4,10.0,18.2,12.0,,23.4,24.2,1.4,30.4
855.0,142.0,182.2,10.0,18.2,11.8,,23.2,24.4,1.6,30.4
856.0,142.0,182.0,9.8,18.2,11.6,,23.2,24.4,1.6,30.4
857.0,142.0,181.8,9.8,18.2,11.6,,23.2,24.2,1.6,30.4
858.0,141.8,181.8,9.8,18.2,11.8,,23.2,24.4,,30.4
859.0,141.6,181.4,9.8,18.0,11.6,,23.0,24.2,,30.4
860.0,141.4,181.2,9.4,18.0,11.4,,22.8,24.2,,30.4
861.0,141.6,181.0,9.6,18.0,11.4,,22.8,24.2,,30.2
862.0,141.6,180.8,9.8,18.0,11.0,,22.8,24.2,,30.4
863.0,141.4,180.6,9.8,18.0,11.2,,22.8,24.2,,30.4
864.0,141.2,180.2,9.6,18.0,11.2,,22.8,24.0,,30.2
865.0,141.2,180.2,9.6,18.0,11.0,,23.0,24.2,,30.2
866.0,141.2,180.0,9.8,18.0,11.2,,23.0,24.2,,30.2
